end_type,primary_category,category,scheme,Benchmark,Riskometer-Scheme,Riskometer-Benchmark,Nav-Regular,Nav-Direct,Return-Regular,Return-Direct,Return-BenchMark,period-return-bench-direct,Daily AUM,regular_isin,direct_isin,data_plan_id
Close Ended,Hybrid,Aggressive Hybrid,Kotak Equity Hybrid Fund,NIFTY 50 Hybrid Composite Debt 65:35 Index,Very High,High,35.6730|data-nav-reg=35.6730|data-prev-nav-reg=36.2460,43.4040|data-nav-dir=43.4040|data-prev-nav-dir=44.0970,14.49|data-1y=20.60|data-3y=14.49|data-5y=17.93|data-10y=13.11|data-sl=14.70,16.08|data-1y=22.22|data-3y=16.08|data-5y=19.54|data-10y=14.68|data-sl=14.89,9.73|data-1y=9.81|data-3y=9.73|data-5y=13.22|data-10y=11.22|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=11.83,"6,898.44|data-order=6,898.44",,,707
Close Ended,Hybrid,Aggressive Hybrid,LIC MF Aggressive Hybrid Fund,CRISIL Hybrid 35+65 Aggressive Index,Very High,Very High,189.2774|data-nav-reg=189.2774|data-prev-nav-reg=192.7132,213.6524|data-nav-dir=213.6524|data-prev-nav-dir=217.5113,10.17|data-1y=15.51|data-3y=10.17|data-5y=12.81|data-10y=8.46|data-sl=9.35,11.39|data-1y=16.76|data-3y=11.39|data-5y=13.06|data-10y=9.87|data-sl=11.10,11.29|data-1y=12.09|data-3y=11.29|data-5y=14.72|data-10y=12.08|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=12.59,534.71|data-order=534.71,INF767K01030,INF767K01ED0,140
Close Ended,Hybrid,Aggressive Hybrid,LIC MF ULIS Fund,CRISIL Hybrid 35+65 Aggressive Index,Very High,Very High,35.5483|data-nav-reg=35.5483|data-prev-nav-reg=35.9653,39.2991|data-nav-dir=39.2991|data-prev-nav-dir=39.7566,8.75|data-1y=11.45|data-3y=8.75|data-5y=12.41|data-10y=9.68|data-sl=9.78,9.79|data-1y=12.63|data-3y=9.79|data-5y=13.43|data-10y=10.71|data-sl=12.23,11.29|data-1y=12.09|data-3y=11.29|data-5y=14.72|data-10y=12.08|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=13.13,495.39|data-order=495.39,,,120
Close Ended,Hybrid,Aggressive Hybrid,Mahindra Manulife Aggressive Hybrid Fund,CRISIL Hybrid 35+65 Aggressive Index,Very High,Very High,25.7425|data-nav-reg=25.7425|data-prev-nav-reg=26.0903,28.4483|data-nav-dir=28.4483|data-prev-nav-dir=28.8289,14.63|data-1y=18.09|data-3y=14.63|data-5y=18.76|data-10y=NA|data-sl=18.86,16.70|data-1y=20.03|data-3y=16.70|data-5y=20.94|data-10y=NA|data-sl=21.05,11.29|data-1y=12.09|data-3y=11.29|data-5y=14.72|data-10y=NA|data-sl=14.33,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=14.33,"1,522.93|data-order=1,522.93",INF174V01754,INF174V01804,40092
Close Ended,Hybrid,Aggressive Hybrid,Mirae Asset Aggressive Hybrid Fund,CRISIL Hybrid 35+65 Aggressive Index,Very High,Very High,30.4060|data-nav-reg=30.4060|data-prev-nav-reg=30.8660,35.2250|data-nav-dir=35.2250|data-prev-nav-dir=35.7540,10.70|data-1y=12.42|data-3y=10.70|data-5y=14.38|data-10y=NA|data-sl=12.49,12.21|data-1y=13.93|data-3y=12.21|data-5y=15.99|data-10y=NA|data-sl=14.25,11.29|data-1y=12.09|data-3y=11.29|data-5y=14.72|data-10y=NA|data-sl=12.21,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=12.21,"8,854.10|data-order=8,854.10",INF769K01DE6,INF769K01DH9,30602
Close Ended,Hybrid,Aggressive Hybrid,Navi Aggressive Hybrid Fund,CRISIL Hybrid 35+65 Aggressive Index,Very High,Very High,19.7776|data-nav-reg=19.7776|data-prev-nav-reg=20.1331,22.3062|data-nav-dir=22.3062|data-prev-nav-dir=22.7037,10.92|data-1y=11.87|data-3y=10.92|data-5y=12.55|data-10y=NA|data-sl=10.73,12.99|data-1y=13.96|data-3y=12.99|data-5y=14.63|data-10y=NA|data-sl=12.73,11.29|data-1y=12.09|data-3y=11.29|data-5y=14.72|data-10y=NA|data-sl=12.68,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=12.68,120.10|data-order=120.10,INF959L01DI2,INF959L01CX3,35937
Close Ended,Hybrid,Aggressive Hybrid,Nippon India Equity Hybrid Fund,CRISIL Hybrid 35+65 Aggressive Index,Very High,Very High,100.9026|data-nav-reg=100.9026|data-prev-nav-reg=102.2678,113.2048|data-nav-dir=113.2048|data-prev-nav-dir=114.7285,14.65|data-1y=15.07|data-3y=14.65|data-5y=13.30|data-10y=10.39|data-sl=12.52,15.55|data-1y=16.00|data-3y=15.55|data-5y=14.19|data-10y=11.47|data-sl=13.07,11.29|data-1y=12.09|data-3y=11.29|data-5y=14.72|data-10y=12.08|data-sl=12.76,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=12.66,"3,835.76|data-order=3,835.76",INF204KB16G1,INF204K01B08,2791
Close Ended,Hybrid,Aggressive Hybrid,PGIM India Hybrid Equity Fund,CRISIL Hybrid 35+65 Aggressive Index,Very High,Very High,126.0300|data-nav-reg=126.0300|data-prev-nav-reg=127.2900,149.2400|data-nav-dir=149.2400|data-prev-nav-dir=150.7100,8.85|data-1y=14.78|data-3y=8.85|data-5y=12.26|data-10y=8.80|data-sl=12.85,10.61|data-1y=16.61|data-3y=10.61|data-5y=14.10|data-10y=10.47|data-sl=12.28,11.29|data-1y=12.09|data-3y=11.29|data-5y=14.72|data-10y=12.08|data-sl=12.76,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=12.66,211.56|data-order=211.56,INF223J01903,INF663L01ZC6,2057
Close Ended,Hybrid,Aggressive Hybrid,Quant Absolute Fund,NIFTY 50 Hybrid Composite Debt 65:35 Index,Very High,High,394.7369|data-nav-reg=394.7369|data-prev-nav-reg=402.8693,426.9404|data-nav-dir=426.9404|data-prev-nav-dir=435.6890,12.24|data-1y=8.03|data-3y=12.24|data-5y=23.32|data-10y=14.86|data-sl=16.69,13.90|data-1y=9.41|data-3y=13.90|data-5y=24.69|data-10y=15.73|data-sl=17.20,9.73|data-1y=9.81|data-3y=9.73|data-5y=13.22|data-10y=11.22|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=11.83,"2,144.85|data-order=2,144.85",INF966L01267,INF966L01556,950
Close Ended,Hybrid,Aggressive Hybrid,SBI Equity Hybrid Fund,CRISIL Hybrid 35+65 Aggressive Index,Very High,Very High,274.6571|data-nav-reg=274.6571|data-prev-nav-reg=278.2499,302.3380|data-nav-dir=302.3380|data-prev-nav-dir=306.2760,10.19|data-1y=13.39|data-3y=10.19|data-5y=13.73|data-10y=11.84|data-sl=15.48,10.95|data-1y=14.15|data-3y=10.95|data-5y=14.51|data-10y=12.79|data-sl=14.90,11.29|data-1y=12.09|data-3y=11.29|data-5y=14.72|data-10y=12.08|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=12.66,"71,190.22|data-order=71,190.22",INF200K01115,INF200K01RY0,204
Close Ended,Hybrid,Aggressive Hybrid,Shriram Aggressive Hybrid Fund,CRISIL Hybrid 35+65 Aggressive Index,Very High,Very High,31.4833|data-nav-reg=31.4833|data-prev-nav-reg=31.9437,35.7046|data-nav-dir=35.7046|data-prev-nav-dir=36.2216,10.70|data-1y=11.49|data-3y=10.70|data-5y=12.56|data-10y=9.52|data-sl=10.87,12.46|data-1y=13.30|data-3y=12.46|data-5y=14.32|data-10y=10.84|data-sl=12.13,11.29|data-1y=12.09|data-3y=11.29|data-5y=14.72|data-10y=12.08|data-sl=13.47,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=13.47,NA|data-order=NA,INF680P01018,INF680P01042,22586
Close Ended,Hybrid,Aggressive Hybrid,Sundaram Aggressive Hybrid Fund,CRISIL Hybrid 35+65 Aggressive Index,High,Very High,157.5642|data-nav-reg=157.5642|data-prev-nav-reg=159.5921,179.5663|data-nav-dir=179.5663|data-prev-nav-dir=181.8605,11.52|data-1y=15.97|data-3y=11.52|data-5y=15.06|data-10y=11.55|data-sl=11.41,12.85|data-1y=17.30|data-3y=12.85|data-5y=16.44|data-10y=12.74|data-sl=14.68,11.29|data-1y=12.09|data-3y=11.29|data-5y=14.72|data-10y=12.08|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=12.66,"5,538.08|data-order=5,538.08",INF173K01CI4,INF173K01FE6,714
Close Ended,Hybrid,Aggressive Hybrid,Tata Hybrid Equity Fund,CRISIL Hybrid 35+65 Aggressive Index,Very High,Very High,425.2209|data-nav-reg=425.2209|data-prev-nav-reg=431.1640,475.0255|data-nav-dir=475.0255|data-prev-nav-dir=481.6278,11.70|data-1y=12.62|data-3y=11.70|data-5y=14.37|data-10y=10.54|data-sl=14.88,12.77|data-1y=13.69|data-3y=12.77|data-5y=15.49|data-10y=11.62|data-sl=13.86,11.29|data-1y=12.09|data-3y=11.29|data-5y=14.72|data-10y=12.08|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=12.66,"4,073.26|data-order=4,073.26",INF277K01303,INF277K01MN2,211
Close Ended,Hybrid,Aggressive Hybrid,Union Aggressive Hybrid Fund,CRISIL Hybrid 35+65 Aggressive Index,Very High,Very High,17.3700|data-nav-reg=17.3700|data-prev-nav-reg=17.6400,18.1800|data-nav-dir=18.1800|data-prev-nav-dir=18.4500,10.33|data-1y=13.16|data-3y=10.33|data-5y=NA|data-10y=NA|data-sl=14.59,11.56|data-1y=14.40|data-3y=11.56|data-5y=NA|data-10y=NA|data-sl=15.88,11.29|data-1y=12.09|data-3y=11.29|data-5y=NA|data-10y=NA|data-sl=13.80,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=13.80,634.22|data-order=634.22,INF582M01HC4,INF582M01GY0,41184
Close Ended,Hybrid,Aggressive Hybrid,UTI Aggressive Hybrid Fund,CRISIL Hybrid 35+65 Aggressive Index,Very High,Very High,391.8378|data-nav-reg=391.8378|data-prev-nav-reg=397.4682,419.9805|data-nav-dir=419.9805|data-prev-nav-dir=425.9925,15.73|data-1y=18.19|data-3y=15.73|data-5y=18.54|data-10y=12.31|data-sl=15.08,16.45|data-1y=18.94|data-3y=16.45|data-5y=19.33|data-10y=13.02|data-sl=13.83,11.29|data-1y=12.09|data-3y=11.29|data-5y=14.72|data-10y=12.08|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=12.66,"6,062.14|data-order=6,062.14",INF789F01323,INF789F01SI3,284
Close Ended,Hybrid,Balanced Hybrid,360 ONE Balanced Hybrid Fund,NIFTY 50 Hybrid Composite debt 50:50 Index,,High,12.3433|data-nav-reg=12.3433|data-prev-nav-reg=12.4411,12.5842|data-nav-dir=12.5842|data-prev-nav-dir=12.6823,--|data-1y=15.31|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=17.80,--|data-1y=17.06|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=19.59,--|data-1y=9.65|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=12.41,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=12.41,863.50|data-order=863.50,INF579M01AV5,INF579M01AZ6,43764
Close Ended,Hybrid,Balanced Hybrid,WhiteOak Capital Balanced Hybrid Fund,CRISIL Hybrid 50+50 Moderate Index,,High,12.3980|data-nav-reg=12.3980|data-prev-nav-reg=12.5370,12.6210|data-nav-dir=12.6210|data-prev-nav-dir=12.7610,--|data-1y=14.67|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=19.67,--|data-1y=16.37|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=21.46,--|data-1y=11.46|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=17.61,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=17.61,156.08|data-order=156.08,INF03VN01811,INF03VN01829,43826
Close Ended,Hybrid,Conservative Hybrid,Aditya Birla Sun Life Regular Savings Fund,CRISIL Hybrid 85+15 Conservative Index,Moderately High,Moderately High,63.8714|data-nav-reg=63.8714|data-prev-nav-reg=64.0691,71.0360|data-nav-dir=71.0360|data-prev-nav-dir=71.2505,8.29|data-1y=10.35|data-3y=8.29|data-5y=9.61|data-10y=8.51|data-sl=9.40,9.32|data-1y=11.35|data-3y=9.32|data-5y=10.58|data-10y=9.54|data-sl=10.67,7.56|data-1y=9.89|data-3y=7.56|data-5y=8.76|data-10y=8.81|data-sl=8.51,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=9.07,"1,408.55|data-order=1,408.55",INF209K01751,INF209K01R47,2234
Close Ended,Hybrid,Conservative Hybrid,Axis Conservative Hybrid Fund,NIFTY 50 Hybrid Composite Debt 15:85 Conservative Index,Moderately High,Moderately High,28.6866|data-nav-reg=28.6866|data-prev-nav-reg=28.8086,33.3364|data-nav-dir=33.3364|data-prev-nav-dir=33.4747,5.25|data-1y=7.57|data-3y=5.25|data-5y=8.12|data-10y=6.78|data-sl=7.55,6.66|data-1y=8.98|data-3y=6.66|data-5y=9.46|data-10y=8.11|data-sl=9.05,7.20|data-1y=9.16|data-3y=7.20|data-5y=8.57|data-10y=8.55|data-sl=8.59,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=8.83,262.54|data-order=262.54,INF846K01743,INF846K01DY0,11200
Close Ended,Hybrid,Conservative Hybrid,Bandhan Conservative Hybrid Fund,CRISIL Hybrid 85+15 Conservative Index,Moderately High,Moderately High,30.8814|data-nav-reg=30.8814|data-prev-nav-reg=30.8483,34.3883|data-nav-dir=34.3883|data-prev-nav-dir=34.3485,5.74|data-1y=8.14|data-3y=5.74|data-5y=6.47|data-10y=6.83|data-sl=7.88,6.73|data-1y=9.13|data-3y=6.73|data-5y=7.46|data-10y=7.82|data-sl=8.48,7.56|data-1y=9.89|data-3y=7.56|data-5y=8.76|data-10y=8.81|data-sl=8.79,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=9.07,118.56|data-order=118.56,INF194K01RW9,INF194K015B9,10841
Close Ended,Hybrid,Conservative Hybrid,Bank of India Conservative Hybrid Fund,CRISIL Hybrid 85+15 Conservative Index,Moderately High,Moderately High,33.1419|data-nav-reg=33.1419|data-prev-nav-reg=33.2879,35.2940|data-nav-dir=35.2940|data-prev-nav-dir=35.4467,12.82|data-1y=6.57|data-3y=12.82|data-5y=11.75|data-10y=7.69|data-sl=7.87,13.54|data-1y=7.57|data-3y=13.54|data-5y=12.43|data-10y=8.31|data-sl=8.69,7.56|data-1y=9.89|data-3y=7.56|data-5y=8.76|data-10y=8.81|data-sl=9.24,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=9.07,65.75|data-order=65.75,INF761K01439,INF761K01850,10198
Close Ended,Hybrid,Conservative Hybrid,Bank of India Conservative Hybrid Fund✝,CRISIL Hybrid 85+15 Conservative Index,Moderately High,Moderately High,34.2407|data-nav-reg=34.2407|data-prev-nav-reg=34.3904,NA|data-nav-dir=NA|data-prev-nav-dir=NA,13.11|data-1y=7.01|data-3y=13.11|data-5y=12.03|data-10y=7.93|data-sl=8.09,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,7.56|data-1y=9.89|data-3y=7.56|data-5y=8.76|data-10y=8.81|data-sl=9.24,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,65.75|data-order=65.75,,,10202
Close Ended,Hybrid,Conservative Hybrid,Baroda BNP Paribas Conservative Hybrid Fund,CRISIL Hybrid 85+15 Conservative Index,Moderately High,Moderately High,43.3733|data-nav-reg=43.3733|data-prev-nav-reg=43.5673,52.4648|data-nav-dir=52.4648|data-prev-nav-dir=52.6933,7.56|data-1y=9.47|data-3y=7.56|data-5y=7.73|data-10y=7.38|data-sl=7.49,9.20|data-1y=11.13|data-3y=9.20|data-5y=9.39|data-10y=9.28|data-sl=9.77,7.56|data-1y=9.89|data-3y=7.56|data-5y=8.76|data-10y=8.81|data-sl=8.65,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=9.07,747.29|data-order=747.29,INF251K01845,INF251K01HR8,2345
Close Ended,Hybrid,Conservative Hybrid,Canara Robeco Conservative Hybrid Fund,CRISIL Hybrid 85+15 Conservative Index,Moderately High,Moderately High,93.3305|data-nav-reg=93.3305|data-prev-nav-reg=93.7036,106.4567|data-nav-dir=106.4567|data-prev-nav-dir=106.8724,7.20|data-1y=9.62|data-3y=7.20|data-5y=9.19|data-10y=8.05|data-sl=10.56,8.49|data-1y=10.90|data-3y=8.49|data-5y=10.50|data-10y=9.29|data-sl=9.93,7.56|data-1y=9.89|data-3y=7.56|data-5y=8.76|data-10y=8.81|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=9.05,945.17|data-order=945.17,INF760K01282,INF760K01GB4,976
Close Ended,Hybrid,Conservative Hybrid,DSP Regular Savings Fund,CRISIL Hybrid 85+15 Conservative Index,Moderately High,Moderately High,56.1113|data-nav-reg=56.1113|data-prev-nav-reg=56.3178,62.9626|data-nav-dir=62.9626|data-prev-nav-dir=63.1912,8.64|data-1y=10.81|data-3y=8.64|data-5y=8.73|data-10y=7.07|data-sl=8.74,9.34|data-1y=11.50|data-3y=9.34|data-5y=9.85|data-10y=8.17|data-sl=8.74,7.56|data-1y=9.89|data-3y=7.56|data-5y=8.76|data-10y=8.81|data-sl=8.58,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=9.05,178.95|data-order=178.95,INF740K01458,INF740K01NO5,2227
Close Ended,Hybrid,Conservative Hybrid,Franklin India Debt Hybrid Fund,CRISIL Hybrid 85+15 Conservative Index,Moderately High,Moderately High,87.1077|data-nav-reg=87.1077|data-prev-nav-reg=87.4342,95.3801|data-nav-dir=95.3801|data-prev-nav-dir=95.7319,8.45|data-1y=10.36|data-3y=8.45|data-5y=8.22|data-10y=7.61|data-sl=9.32,9.28|data-1y=11.14|data-3y=9.28|data-5y=9.07|data-10y=8.46|data-sl=9.37,7.56|data-1y=9.89|data-3y=7.56|data-5y=8.76|data-10y=8.81|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=9.07,233.96|data-order=233.96,INF090I01EA7,INF090I01GF1,860
Close Ended,Hybrid,Conservative Hybrid,HDFC Hybrid Debt Fund,NIFTY 50 Hybrid Composite Debt 15:85 Conservative Index,Moderately High,Moderately High,79.0715|data-nav-reg=79.0715|data-prev-nav-reg=79.3372,83.8676|data-nav-dir=83.8676|data-prev-nav-dir=84.1455,9.83|data-1y=9.92|data-3y=9.83|data-5y=10.78|data-10y=8.85|data-sl=10.32,10.38|data-1y=10.52|data-3y=10.38|data-5y=11.30|data-10y=9.40|data-sl=10.07,7.20|data-1y=9.16|data-3y=7.20|data-5y=8.57|data-10y=8.55|data-sl=8.37,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=8.83,"3,303.88|data-order=3,303.88",INF179K01AE4,INF179K01XE6,1930
Close Ended,Hybrid,Conservative Hybrid,HSBC Conservative Hybrid Fund,NIFTY 50 Hybrid Composite Debt 15:85 Conservative Index,Moderately High,Moderately High,60.0407|data-nav-reg=60.0407|data-prev-nav-reg=60.3649,66.8778|data-nav-dir=66.8778|data-prev-nav-dir=67.2343,8.84|data-1y=15.48|data-3y=8.84|data-5y=9.22|data-10y=7.75|data-sl=8.96,9.55|data-1y=16.43|data-3y=9.55|data-5y=10.03|data-10y=8.52|data-sl=9.42,7.20|data-1y=9.16|data-3y=7.20|data-5y=8.57|data-10y=8.55|data-sl=8.42,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=8.77,147.76|data-order=147.76,INF336L01099,INF336L01DW4,2077
Close Ended,Hybrid,Conservative Hybrid,ICICI Prudential Regular Savings Fund,NIFTY 50 Hybrid Composite Debt 15:85 Conservative Index,High,Moderately High,72.2718|data-nav-reg=72.2718|data-prev-nav-reg=72.5470,79.2150|data-nav-dir=79.2150|data-prev-nav-dir=79.5118,9.05|data-1y=11.29|data-3y=9.05|data-5y=9.81|data-10y=9.42|data-sl=9.98,9.89|data-1y=12.13|data-3y=9.89|data-5y=10.68|data-10y=10.27|data-sl=10.82,7.20|data-1y=9.16|data-3y=7.20|data-5y=8.57|data-10y=8.55|data-sl=8.43,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=8.83,"3,173.34|data-order=3,173.34",INF109KA1319,INF109KA1301,2100
Close Ended,Hybrid,Conservative Hybrid,Kotak Debt Hybrid Fund,CRISIL Hybrid 85+15 Conservative Index,Moderately High,Moderately High,56.6300|data-nav-reg=56.6300|data-prev-nav-reg=56.8812,64.9805|data-nav-dir=64.9805|data-prev-nav-dir=65.2624,9.60|data-1y=11.07|data-3y=9.60|data-5y=11.35|data-10y=9.57|data-sl=8.56,11.04|data-1y=12.42|data-3y=11.04|data-5y=12.78|data-10y=10.93|data-sl=11.16,7.56|data-1y=9.89|data-3y=7.56|data-5y=8.76|data-10y=8.81|data-sl=8.43,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=9.07,"3,058.52|data-order=3,058.52",,,1901
Close Ended,Hybrid,Conservative Hybrid,LIC MF Conservative Hybrid Fund,CRISIL Hybrid 85+15 Conservative Index,Moderately High,Moderately High,79.7724|data-nav-reg=79.7724|data-prev-nav-reg=79.7766,88.0046|data-nav-dir=88.0046|data-prev-nav-dir=88.0017,5.50|data-1y=8.89|data-3y=5.50|data-5y=6.80|data-10y=6.51|data-sl=8.11,6.50|data-1y=10.01|data-3y=6.50|data-5y=7.80|data-10y=7.45|data-sl=7.89,7.56|data-1y=9.89|data-3y=7.56|data-5y=8.76|data-10y=8.81|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=9.04,50.16|data-order=50.16,INF767K01808,INF767K01EO7,552
Close Ended,Hybrid,Conservative Hybrid,Nippon India Hybrid Bond Fund,CRISIL Hybrid 85+15 Conservative Index,High,Moderately High,54.9276|data-nav-reg=54.9276|data-prev-nav-reg=54.9940,60.3811|data-nav-dir=60.3811|data-prev-nav-dir=60.4503,7.49|data-1y=7.85|data-3y=7.49|data-5y=4.62|data-10y=5.52|data-sl=8.43,8.28|data-1y=8.58|data-3y=8.28|data-5y=5.34|data-10y=6.34|data-sl=7.46,7.56|data-1y=9.89|data-3y=7.56|data-5y=8.76|data-10y=8.81|data-sl=8.29,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=9.07,828.22|data-order=828.22,INF204KB10P5,INF204KB15O7,1990
Close Ended,Hybrid,Conservative Hybrid,Parag Parikh Conservative Hybrid Fund,CRISIL Hybrid 85+15 Conservative Index,Moderately High,Moderately High,14.3268|data-nav-reg=14.3268|data-prev-nav-reg=14.3520,14.4825|data-nav-dir=14.4825|data-prev-nav-dir=14.5077,11.10|data-1y=11.87|data-3y=11.10|data-5y=NA|data-10y=NA|data-sl=10.44,11.43|data-1y=12.20|data-3y=11.43|data-5y=NA|data-10y=NA|data-sl=10.78,7.56|data-1y=9.89|data-3y=7.56|data-5y=NA|data-10y=NA|data-sl=7.41,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=7.41,"2,360.21|data-order=2,360.21",INF879O01209,INF879O01175,41482
Close Ended,Hybrid,Conservative Hybrid,SBI Conservative Hybrid Fund,NIFTY 50 Hybrid Composite Debt 15:85 Conservative Index,High,Moderately High,69.5570|data-nav-reg=69.5570|data-prev-nav-reg=69.8022,75.7997|data-nav-dir=75.7997|data-prev-nav-dir=76.0637,9.01|data-1y=10.58|data-3y=9.01|data-5y=11.04|data-10y=9.16|data-sl=8.49,9.57|data-1y=11.13|data-3y=9.57|data-5y=11.64|data-10y=9.97|data-sl=10.10,7.20|data-1y=9.16|data-3y=7.20|data-5y=8.57|data-10y=8.55|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=8.83,"9,889.25|data-order=9,889.25",INF200K01909,INF200K01TV2,960
Close Ended,Hybrid,Conservative Hybrid,Sundaram Conservative Hybrid Fund,CRISIL Hybrid 85+15 Conservative Index,Moderately High,Moderately High,28.7299|data-nav-reg=28.7299|data-prev-nav-reg=28.8041,31.5340|data-nav-dir=31.5340|data-prev-nav-dir=31.6129,6.49|data-1y=8.01|data-3y=6.49|data-5y=8.31|data-10y=7.15|data-sl=7.37,7.50|data-1y=9.12|data-3y=7.50|data-5y=9.30|data-10y=8.07|data-sl=8.39,7.56|data-1y=9.89|data-3y=7.56|data-5y=8.76|data-10y=8.81|data-sl=8.74,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=9.03,27.57|data-order=27.57,INF903J01HB0,INF903J01OP6,10863
Close Ended,Hybrid,Conservative Hybrid,UTI Conservative Hybrid Fund,NIFTY 50 Hybrid Composite Debt 15:85 Conservative Index,Moderately High,Moderately High,66.4324|data-nav-reg=66.4324|data-prev-nav-reg=66.6570,71.6735|data-nav-dir=71.6735|data-prev-nav-dir=71.9121,8.46|data-1y=11.33|data-3y=8.46|data-5y=9.86|data-10y=8.39|data-sl=9.40,9.12|data-1y=12.03|data-3y=9.12|data-5y=10.53|data-10y=9.09|data-sl=9.85,7.20|data-1y=9.16|data-3y=7.20|data-5y=8.57|data-10y=8.55|data-sl=8.44,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=8.83,"1,636.62|data-order=1,636.62",INF789F01877,INF789F01UH1,1993
Close Ended,Hybrid,Equity Savings,Aditya Birla Sun Life Equity Savings Fund,NIFTY Equity Savings Total Return Index,Moderate,Moderate,20.9900|data-nav-reg=20.9900|data-prev-nav-reg=21.0700,23.2000|data-nav-dir=23.2000|data-prev-nav-dir=23.2800,5.90|data-1y=8.04|data-3y=5.90|data-5y=8.55|data-10y=7.63|data-sl=7.61,6.75|data-1y=8.62|data-3y=6.75|data-5y=9.51|data-10y=8.70|data-sl=8.68,8.39|data-1y=8.83|data-3y=8.39|data-5y=9.89|data-10y=8.95|data-sl=8.72,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=8.72,649.76|data-order=649.76,INF209KA1TT1,INF209KA1TQ7,28669
Close Ended,Hybrid,Equity Savings,Axis Equity Savings  Fund,NIFTY Equity Savings Total Return Index,Moderately High,Moderate,21.5600|data-nav-reg=21.5600|data-prev-nav-reg=21.7100,24.2500|data-nav-dir=24.2500|data-prev-nav-dir=24.4100,8.00|data-1y=10.62|data-3y=8.00|data-5y=10.02|data-10y=NA|data-sl=8.51,9.39|data-1y=11.99|data-3y=9.39|data-5y=11.47|data-10y=NA|data-sl=9.88,8.39|data-1y=8.83|data-3y=8.39|data-5y=9.89|data-10y=NA|data-sl=8.94,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=8.94,"1,002.15|data-order=1,002.15",INF846K01VO3,INF846K01VJ3,30700
Close Ended,Hybrid,Equity Savings,Bandhan Equity Savings Fund,CRISIL Equity Saving Index,Low to Moderate,Moderate,30.1080|data-nav-reg=30.1080|data-prev-nav-reg=30.1260,33.2610|data-nav-dir=33.2610|data-prev-nav-dir=33.2770,6.50|data-1y=7.57|data-3y=6.50|data-5y=7.98|data-10y=6.62|data-sl=6.87,7.56|data-1y=8.60|data-3y=7.56|data-5y=9.09|data-10y=7.63|data-sl=7.73,8.73|data-1y=9.01|data-3y=8.73|data-5y=10.55|data-10y=9.76|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=10.18,256.27|data-order=256.27,INF194K01581,INF194KA19J4,7762
