end_type,primary_category,category,scheme,Benchmark,Riskometer-Scheme,Riskometer-Benchmark,Nav-Regular,Nav-Direct,Return-Regular,Return-Direct,Return-BenchMark,period-return-bench-direct,Daily AUM
Close Ended,Debt,Banking and PSU,Axis Banking & PSU Debt Fund|data-plan_id=14890,Nifty Banking & PSU Debt Index A-II,Moderate,Low to Moderate,"2,522.0573|data-nav-reg=2,522.0573|data-prev-nav-reg=2,521.3813","2,597.1669|data-nav-dir=2,597.1669|data-prev-nav-dir=2,596.4509",7.51|data-1y=7.51|data-3y=5.93|data-5y=6.09|data-10y=7.27|data-sl=7.63,7.82|data-1y=7.82|data-3y=6.24|data-5y=6.40|data-10y=7.54|data-sl=7.80,7.70|data-1y=7.70|data-3y=5.73|data-5y=6.17|data-10y=7.09|data-sl=7.55,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=7.40,"12,981.64^|data-order=12,981.64"
Close Ended,Debt,Banking and PSU,Bajaj Finserv Banking and PSU Fund|data-plan_id=43848,Nifty Banking & PSU Debt Index A-II,,Low to Moderate,10.9088|data-nav-reg=10.9088|data-prev-nav-reg=10.9036,10.9776|data-nav-dir=10.9776|data-prev-nav-dir=10.9723,7.82|data-1y=7.82|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=7.91,8.42|data-1y=8.42|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=8.51,7.70|data-1y=7.70|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=7.63,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=7.63,98.49|data-order=98.49
Close Ended,Debt,Banking and PSU,Bandhan Banking & PSU Debt Fund|data-plan_id=18446,Nifty Banking & PSU Debt Index A-II,Moderate,Low to Moderate,23.6014|data-nav-reg=23.6014|data-prev-nav-reg=23.5931,24.2537|data-nav-dir=24.2537|data-prev-nav-dir=24.2449,7.55|data-1y=7.55|data-3y=5.96|data-5y=6.37|data-10y=7.25|data-sl=7.53,7.87|data-1y=7.87|data-3y=6.28|data-5y=6.70|data-10y=7.52|data-sl=7.77,7.70|data-1y=7.70|data-3y=5.73|data-5y=6.17|data-10y=7.09|data-sl=7.40,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=7.40,"13,414.40^|data-order=13,414.40"
Close Ended,Debt,Banking and PSU,Baroda BNP Paribas Banking & PSU Bond Fund|data-plan_id=41213,CRISIL Banking and PSU Debt A-II Index,Moderate,Low to Moderate,12.0877|data-nav-reg=12.0877|data-prev-nav-reg=12.0827,12.3318|data-nav-dir=12.3318|data-prev-nav-dir=12.3266,7.90|data-1y=7.90|data-3y=5.25|data-5y=NA|data-10y=NA|data-sl=4.79,8.34|data-1y=8.34|data-3y=5.80|data-5y=NA|data-10y=NA|data-sl=5.31,7.51|data-1y=7.51|data-3y=6.01|data-5y=NA|data-10y=NA|data-sl=5.50,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=5.50,26.21^^|data-order=26.21
Close Ended,Debt,Banking and PSU,Canara Robeco Banking and PSU Debt Fund|data-plan_id=42430,CRISIL Banking and PSU Debt A-II Index,Moderate,Low to Moderate,11.6054|data-nav-reg=11.6054|data-prev-nav-reg=11.6021,11.6917|data-nav-dir=11.6917|data-prev-nav-dir=11.6882,7.66|data-1y=7.66|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=6.48,8.02|data-1y=8.02|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=6.82,7.51|data-1y=7.51|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=6.96,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=6.96,238.48^|data-order=238.48
Close Ended,Debt,Banking and PSU,DSP Banking & PSU Debt Fund|data-plan_id=21198,Nifty Banking & PSU Debt Index A-II,Moderate,Low to Moderate,23.1008|data-nav-reg=23.1008|data-prev-nav-reg=23.0894,23.8830|data-nav-dir=23.8830|data-prev-nav-dir=23.8710,8.75|data-1y=8.75|data-3y=6.16|data-5y=6.42|data-10y=7.30|data-sl=7.68,9.03|data-1y=9.03|data-3y=6.43|data-5y=6.69|data-10y=7.61|data-sl=8.00,7.70|data-1y=7.70|data-3y=5.73|data-5y=6.17|data-10y=7.09|data-sl=7.53,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=7.53,"2,907.97^|data-order=2,907.97"
Close Ended,Debt,Banking and PSU,Edelweiss Banking and PSU Debt Fund|data-plan_id=21014,CRISIL Banking and PSU Debt A-II Index,Moderate,Low to Moderate,23.5507|data-nav-reg=23.5507|data-prev-nav-reg=23.5484,24.3669|data-nav-dir=24.3669|data-prev-nav-dir=24.3644,8.18|data-1y=8.18|data-3y=5.70|data-5y=6.84|data-10y=7.52|data-sl=7.86,8.51|data-1y=8.51|data-3y=6.04|data-5y=7.18|data-10y=7.84|data-sl=8.19,7.51|data-1y=7.51|data-3y=6.01|data-5y=6.38|data-10y=7.44|data-sl=8.00,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=8.00,268.97|data-order=268.97
Close Ended,Debt,Banking and PSU,Franklin India Banking & PSU Debt Fund|data-plan_id=26027,Nifty Banking & PSU Debt Index A-II,Moderate,Low to Moderate,21.5146|data-nav-reg=21.5146|data-prev-nav-reg=21.5054,22.4388|data-nav-dir=22.4388|data-prev-nav-dir=22.4290,7.73|data-1y=7.73|data-3y=5.94|data-5y=6.05|data-10y=7.17|data-sl=7.42,8.08|data-1y=8.08|data-3y=6.29|data-5y=6.40|data-10y=7.57|data-sl=7.84,7.70|data-1y=7.70|data-3y=5.73|data-5y=6.17|data-10y=7.09|data-sl=7.36,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=7.36,572.61^|data-order=572.61
Close Ended,Debt,Banking and PSU,HDFC Banking and PSU Debt Fund|data-plan_id=25437,Nifty Banking & PSU Debt Index A-II,Moderate,Low to Moderate,22.0241|data-nav-reg=22.0241|data-prev-nav-reg=22.0171,22.8903|data-nav-dir=22.8903|data-prev-nav-dir=22.8827,7.86|data-1y=7.86|data-3y=5.98|data-5y=6.37|data-10y=7.48|data-sl=7.60,8.28|data-1y=8.28|data-3y=6.41|data-5y=6.82|data-10y=7.89|data-sl=7.98,7.70|data-1y=7.70|data-3y=5.73|data-5y=6.17|data-10y=7.09|data-sl=7.37,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=7.37,"5,910.03^|data-order=5,910.03"
Close Ended,Debt,Banking and PSU,HSBC Banking and PSU Debt Fund|data-plan_id=5860,Nifty Banking & PSU Debt Index A-II,Low to Moderate,Low to Moderate,23.2180|data-nav-reg=23.2180|data-prev-nav-reg=23.2126,24.4110|data-nav-dir=24.4110|data-prev-nav-dir=24.4051,7.24|data-1y=7.24|data-3y=5.08|data-5y=5.66|data-10y=6.76|data-sl=7.08,7.65|data-1y=7.65|data-3y=5.48|data-5y=6.07|data-10y=7.23|data-sl=7.49,7.70|data-1y=7.70|data-3y=5.73|data-5y=6.17|data-10y=7.09|data-sl=7.67,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=7.40,"4,141.49^|data-order=4,141.49"
Close Ended,Debt,Banking and PSU,ICICI Prudential Banking & PSU Debt Fund|data-plan_id=10832,Nifty Banking & PSU Debt Index A-II,Moderate,Low to Moderate,31.3661|data-nav-reg=31.3661|data-prev-nav-reg=31.3589,32.6405|data-nav-dir=32.6405|data-prev-nav-dir=32.6326,7.87|data-1y=7.87|data-3y=6.48|data-5y=6.54|data-10y=7.53|data-sl=7.91,8.21|data-1y=8.21|data-3y=6.88|data-5y=6.97|data-10y=7.93|data-sl=8.18,7.70|data-1y=7.70|data-3y=5.73|data-5y=6.17|data-10y=7.09|data-sl=7.41,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=7.40,"9,959.05^|data-order=9,959.05"
Close Ended,Debt,Banking and PSU,Invesco India Banking and PSU Fund|data-plan_id=15453,Nifty Banking & PSU Debt Index A-II,Moderate,Low to Moderate,"2,170.3553|data-nav-reg=2,170.3553|data-prev-nav-reg=2,169.3402","2,319.2837|data-nav-dir=2,319.2837|data-prev-nav-dir=2,318.1748",8.27|data-1y=8.27|data-3y=5.09|data-5y=5.58|data-10y=6.39|data-sl=6.66,8.54|data-1y=8.54|data-3y=5.47|data-5y=6.00|data-10y=6.88|data-sl=7.22,7.70|data-1y=7.70|data-3y=5.73|data-5y=6.17|data-10y=7.09|data-sl=7.41,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=7.40,99.82^|data-order=99.82
Close Ended,Debt,Banking and PSU,ITI Banking and PSU Fund|data-plan_id=41133,CRISIL Banking and PSU Debt A-II Index,Moderate,Low to Moderate,12.5091|data-nav-reg=12.5091|data-prev-nav-reg=12.5056,12.8021|data-nav-dir=12.8021|data-prev-nav-dir=12.7984,7.66|data-1y=7.66|data-3y=6.04|data-5y=NA|data-10y=NA|data-sl=5.47,8.26|data-1y=8.26|data-3y=6.63|data-5y=NA|data-10y=NA|data-sl=6.06,7.51|data-1y=7.51|data-3y=6.01|data-5y=NA|data-10y=NA|data-sl=5.54,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=5.54,30.59^|data-order=30.59
Close Ended,Debt,Banking and PSU,Kotak Banking and PSU Debt Fund|data-plan_id=575,CRISIL Banking and PSU Debt A-II Index,Moderate,Low to Moderate,62.6041|data-nav-reg=62.6041|data-prev-nav-reg=62.5805,65.1134|data-nav-dir=65.1134|data-prev-nav-dir=65.0882,8.01|data-1y=8.01|data-3y=6.12|data-5y=6.48|data-10y=7.47|data-sl=7.30,8.43|data-1y=8.43|data-3y=6.56|data-5y=6.92|data-10y=7.86|data-sl=8.17,7.51|data-1y=7.51|data-3y=6.01|data-5y=6.38|data-10y=7.44|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=7.82,"5,785.05|data-order=5,785.05"
Close Ended,Debt,Banking and PSU,LIC MF Banking & PSU Fund|data-plan_id=5184,Nifty Banking & PSU Debt Index A-II,Moderate,Low to Moderate,33.2760|data-nav-reg=33.2760|data-prev-nav-reg=33.2640,35.7999|data-nav-dir=35.7999|data-prev-nav-dir=35.7864,7.81|data-1y=7.81|data-3y=5.77|data-5y=5.63|data-10y=6.55|data-sl=7.07,8.36|data-1y=8.36|data-3y=6.33|data-5y=6.20|data-10y=7.15|data-sl=7.41,7.70|data-1y=7.70|data-3y=5.73|data-5y=6.17|data-10y=7.09|data-sl=7.76,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=7.40,"1,777.48^|data-order=1,777.48"
Close Ended,Debt,Banking and PSU,Mirae Asset Banking and PSU Fund|data-plan_id=41028,CRISIL Banking and PSU Debt A-II Index,Moderate,Low to Moderate,12.4233|data-nav-reg=12.4233|data-prev-nav-reg=12.4201,12.6728|data-nav-dir=12.6728|data-prev-nav-dir=12.6693,7.93|data-1y=7.93|data-3y=5.62|data-5y=NA|data-10y=NA|data-sl=5.00,8.43|data-1y=8.43|data-3y=6.10|data-5y=NA|data-10y=NA|data-sl=5.47,7.51|data-1y=7.51|data-3y=6.01|data-5y=NA|data-10y=NA|data-sl=5.60,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=5.60,50.67^|data-order=50.67
Close Ended,Debt,Banking and PSU,Nippon India Banking & PSU Debt Fund|data-plan_id=30187,CRISIL Banking and PSU Debt A-II Index,Moderate,Low to Moderate,19.8516|data-nav-reg=19.8516|data-prev-nav-reg=19.8427,20.5625|data-nav-dir=20.5625|data-prev-nav-dir=20.5529,7.86|data-1y=7.86|data-3y=5.91|data-5y=6.43|data-10y=NA|data-sl=7.37,8.29|data-1y=8.29|data-3y=6.37|data-5y=6.91|data-10y=NA|data-sl=7.76,7.51|data-1y=7.51|data-3y=6.01|data-5y=6.38|data-10y=NA|data-sl=7.41,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=7.41,"5,703.18^|data-order=5,703.18"
Close Ended,Debt,Banking and PSU,SBI Banking and PSU Fund|data-plan_id=10704,Nifty Banking & PSU Debt Index A-II,Moderate,Low to Moderate,"2,981.4371|data-nav-reg=2,981.4371|data-prev-nav-reg=2,980.2421","3,162.1709|data-nav-dir=3,162.1709|data-prev-nav-dir=3,160.8670",7.69|data-1y=7.69|data-3y=5.68|data-5y=5.93|data-10y=7.03|data-sl=7.43,8.19|data-1y=8.19|data-3y=6.18|data-5y=6.43|data-10y=7.55|data-sl=7.91,7.70|data-1y=7.70|data-3y=5.73|data-5y=6.17|data-10y=7.09|data-sl=7.47,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=7.40,"3,717.75^|data-order=3,717.75"
Close Ended,Debt,Banking and PSU,Sundaram Banking & PSU Fund|data-plan_id=2569,Nifty Banking & PSU Debt Index A-II,Moderate,Low to Moderate,41.1910|data-nav-reg=41.1910|data-prev-nav-reg=41.1803,41.7465|data-nav-dir=41.7465|data-prev-nav-dir=41.7355,7.95|data-1y=7.95|data-3y=5.92|data-5y=5.62|data-10y=6.68|data-sl=7.33,8.10|data-1y=8.10|data-3y=6.06|data-5y=5.77|data-10y=6.80|data-sl=7.17,7.70|data-1y=7.70|data-3y=5.73|data-5y=6.17|data-10y=7.09|data-sl=7.45,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=7.39,335.64^|data-order=335.64
Close Ended,Debt,Banking and PSU,TRUSTMF Banking & PSU Fund|data-plan_id=41247,CRISIL Banking and PSU Debt A-II Index,Moderate,Low to Moderate,"1,216.0836|data-nav-reg=1,216.0836|data-prev-nav-reg=1,215.7505","1,240.1665|data-nav-dir=1,240.1665|data-prev-nav-dir=1,239.8099",7.37|data-1y=7.37|data-3y=5.33|data-5y=NA|data-10y=NA|data-sl=5.11,7.91|data-1y=7.91|data-3y=5.86|data-5y=NA|data-10y=NA|data-sl=5.64,7.51|data-1y=7.51|data-3y=6.01|data-5y=NA|data-10y=NA|data-sl=5.73,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=5.73,189.89|data-order=189.89
Close Ended,Debt,Banking and PSU,UTI Banking & PSU Fund|data-plan_id=23932,Nifty Banking & PSU Debt Index A-II,Moderate,Low to Moderate,20.9893|data-nav-reg=20.9893|data-prev-nav-reg=20.9787,21.3267|data-nav-dir=21.3267|data-prev-nav-dir=21.3158,7.64|data-1y=7.64|data-3y=8.19|data-5y=7.20|data-10y=6.81|data-sl=7.02,7.92|data-1y=7.92|data-3y=8.49|data-5y=7.42|data-10y=6.97|data-sl=7.17,7.70|data-1y=7.70|data-3y=5.73|data-5y=6.17|data-10y=7.09|data-sl=7.43,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=7.43,810.08^|data-order=810.08
Close Ended,Debt,Floater,,,,,,,,,,,
Close Ended,Debt,Floater,Aditya Birla Sun Life Floating Rate Fund|data-plan_id=10344,NIFTY Low Duration Debt Index A-I,Low to Moderate,Low to Moderate,333.9971|data-nav-reg=333.9971|data-prev-nav-reg=333.9404,342.9053|data-nav-dir=342.9053|data-prev-nav-dir=342.8450,7.90|data-1y=7.90|data-3y=6.73|data-5y=6.45|data-10y=7.37|data-sl=7.93,8.14|data-1y=8.14|data-3y=6.97|data-5y=6.67|data-10y=7.61|data-sl=7.97,7.63|data-1y=7.63|data-3y=6.36|data-5y=5.75|data-10y=6.78|data-sl=7.43,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=7.15,"13,305.82^|data-order=13,305.82"
Close Ended,Debt,Floater,Aditya Birla Sun Life Floating Rate Fund✝|data-plan_id=1747,NIFTY Low Duration Debt Index A-I,Low to Moderate,Low to Moderate,483.0822|data-nav-reg=483.0822|data-prev-nav-reg=483.0002,NA|data-nav-dir=NA|data-prev-nav-dir=NA,7.90|data-1y=7.90|data-3y=6.73|data-5y=6.45|data-10y=7.37|data-sl=7.57,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,7.63|data-1y=7.63|data-3y=6.36|data-5y=5.75|data-10y=6.78|data-sl=7.28,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,"13,305.82^|data-order=13,305.82"
Close Ended,Debt,Floater,Axis Floater Fund|data-plan_id=41583,NIFTY Long Duration Debt Index A-III,Moderate,Moderate,"1,239.4955|data-nav-reg=1,239.4955|data-prev-nav-reg=1,239.0429","1,255.8233|data-nav-dir=1,255.8233|data-prev-nav-dir=1,255.3531",9.31|data-1y=9.31|data-3y=6.94|data-5y=NA|data-10y=NA|data-sl=6.43,9.70|data-1y=9.70|data-3y=7.34|data-5y=NA|data-10y=NA|data-sl=6.84,11.27|data-1y=11.27|data-3y=6.77|data-5y=NA|data-10y=NA|data-sl=6.48,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=6.48,168.92^|data-order=168.92
Close Ended,Debt,Floater,Bandhan Floating Rate Fund|data-plan_id=41297,NIFTY Short Duration Debt Index A-II,Moderate,Moderate,12.3345|data-nav-reg=12.3345|data-prev-nav-reg=12.3297,12.5683|data-nav-dir=12.5683|data-prev-nav-dir=12.5632,7.90|data-1y=7.90|data-3y=6.13|data-5y=NA|data-10y=NA|data-sl=5.56,8.42|data-1y=8.42|data-3y=6.64|data-5y=NA|data-10y=NA|data-sl=6.07,7.68|data-1y=7.68|data-3y=6.09|data-5y=NA|data-10y=NA|data-sl=5.72,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=5.72,274.92^|data-order=274.92
Close Ended,Debt,Floater,DSP Floater Fund|data-plan_id=41354,CRISIL Short Duration Debt A-II Index,Moderate,Low to Moderate,12.6395|data-nav-reg=12.6395|data-prev-nav-reg=12.6351,12.7726|data-nav-dir=12.7726|data-prev-nav-dir=12.7679,9.12|data-1y=9.12|data-3y=6.61|data-5y=NA|data-10y=NA|data-sl=6.36,9.44|data-1y=9.44|data-3y=6.90|data-5y=NA|data-10y=NA|data-sl=6.66,7.87|data-1y=7.87|data-3y=6.12|data-5y=NA|data-10y=NA|data-sl=5.96,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=5.96,617.31^|data-order=617.31
Close Ended,Debt,Floater,Franklin India Floating Rate Fund|data-plan_id=1415,NIFTY Short Duration Debt Index A-II,Low to Moderate,Moderate,38.9735|data-nav-reg=38.9735|data-prev-nav-reg=38.9675,42.3952|data-nav-dir=42.3952|data-prev-nav-dir=42.3879,8.13|data-1y=8.13|data-3y=6.55|data-5y=5.75|data-10y=6.12|data-sl=5.90,8.93|data-1y=8.93|data-3y=7.31|data-5y=6.49|data-10y=6.86|data-sl=7.01,7.68|data-1y=7.68|data-3y=6.09|data-5y=6.20|data-10y=7.07|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=7.42,290.36^|data-order=290.36
Close Ended,Debt,Floater,HDFC Floating Rate Debt Fund|data-plan_id=6098,CRISIL Short Duration Debt A-II Index,Low to Moderate,Low to Moderate,47.8610|data-nav-reg=47.8610|data-prev-nav-reg=47.8529,48.7660|data-nav-dir=48.7660|data-prev-nav-dir=48.7574,8.23|data-1y=8.23|data-3y=6.82|data-5y=6.71|data-10y=7.39|data-sl=7.78,8.49|data-1y=8.49|data-3y=7.07|data-5y=6.95|data-10y=7.58|data-sl=7.87,7.87|data-1y=7.87|data-3y=6.12|data-5y=6.32|data-10y=7.26|data-sl=7.58,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=7.61,"14,963.04^|data-order=14,963.04"
Close Ended,Debt,Floater,ICICI Prudential Floating Interest Fund|data-plan_id=3023,NIFTY Low Duration Debt Index A-I,Moderate,Low to Moderate,407.5541|data-nav-reg=407.5541|data-prev-nav-reg=407.4956,443.7434|data-nav-dir=443.7434|data-prev-nav-dir=443.6721,7.97|data-1y=7.97|data-3y=6.68|data-5y=6.60|data-10y=7.18|data-sl=7.62,8.65|data-1y=8.65|data-3y=7.39|data-5y=7.33|data-10y=7.99|data-sl=8.28,7.63|data-1y=7.63|data-3y=6.36|data-5y=5.75|data-10y=6.78|data-sl=7.58,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=7.15,"7,776.10^|data-order=7,776.10"
Close Ended,Debt,Floater,Kotak Floating Rate Fund|data-plan_id=39901,NIFTY Short Duration Debt Index A-II,Low to Moderate,Moderate,"1,445.7781|data-nav-reg=1,445.7781|data-prev-nav-reg=1,445.5247","1,477.0305|data-nav-dir=1,477.0305|data-prev-nav-dir=1,476.7555",8.14|data-1y=8.14|data-3y=6.28|data-5y=6.82|data-10y=NA|data-sl=6.75,8.58|data-1y=8.58|data-3y=6.71|data-5y=7.25|data-10y=NA|data-sl=7.15,7.68|data-1y=7.68|data-3y=6.09|data-5y=6.20|data-10y=NA|data-sl=6.58,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=6.58,"3,575.34|data-order=3,575.34"
Close Ended,Debt,Floater,Nippon India Floating Rate Fund|data-plan_id=2412,NIFTY Short Duration Debt Index A-II,Moderate,Moderate,43.2107|data-nav-reg=43.2107|data-prev-nav-reg=43.1987,45.3998|data-nav-dir=45.3998|data-prev-nav-dir=45.3869,8.16|data-1y=8.16|data-3y=6.37|data-5y=6.79|data-10y=7.23|data-sl=7.45,8.47|data-1y=8.47|data-3y=6.69|data-5y=7.13|data-10y=7.65|data-sl=7.94,7.68|data-1y=7.68|data-3y=6.09|data-5y=6.20|data-10y=7.07|data-sl=7.48,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=7.42,"7,579.79^|data-order=7,579.79"
Close Ended,Debt,Floater,SBI Floating Rate Debt Fund|data-plan_id=41151,NIFTY Short Duration Debt Index A-II,Low to Moderate,Moderate,12.7692|data-nav-reg=12.7692|data-prev-nav-reg=12.7636,12.8772|data-nav-dir=12.8772|data-prev-nav-dir=12.8716,8.16|data-1y=8.16|data-3y=6.66|data-5y=NA|data-10y=NA|data-sl=6.01,8.38|data-1y=8.38|data-3y=6.88|data-5y=NA|data-10y=NA|data-sl=6.22,7.68|data-1y=7.68|data-3y=6.09|data-5y=NA|data-10y=NA|data-sl=5.48,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=5.48,"1,282.45^|data-order=1,282.45"
Close Ended,Debt,Floater,Tata Floating Rate Fund|data-plan_id=41540,CRISIL Short Duration Debt A-II Index,Moderate,Low to Moderate,12.2364|data-nav-reg=12.2364|data-prev-nav-reg=12.2351,12.4245|data-nav-dir=12.4245|data-prev-nav-dir=12.4231,7.68|data-1y=7.68|data-3y=6.39|data-5y=NA|data-10y=NA|data-sl=5.94,8.16|data-1y=8.16|data-3y=6.85|data-5y=NA|data-10y=NA|data-sl=6.41,7.87|data-1y=7.87|data-3y=6.12|data-5y=NA|data-10y=NA|data-sl=5.96,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=5.96,167.39^|data-order=167.39
Close Ended,Debt,Floater,UTI Floater Fund|data-plan_id=38027,CRISIL Short Duration Debt A-II Index,Low to Moderate,Low to Moderate,"1,439.4401|data-nav-reg=1,439.4401|data-prev-nav-reg=1,439.0509","1,503.1563|data-nav-dir=1,503.1563|data-prev-nav-dir=1,502.7343",6.99|data-1y=6.99|data-3y=5.87|data-5y=5.62|data-10y=NA|data-sl=6.07,7.48|data-1y=7.48|data-3y=6.39|data-5y=6.28|data-10y=NA|data-sl=6.81,7.87|data-1y=7.87|data-3y=6.12|data-5y=6.32|data-10y=NA|data-sl=7.04,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=7.04,"1,450.24^|data-order=1,450.24"
Close Ended,Debt,FMP,,,,,,,,,,,
Close Ended,Debt,FMP,Aditya Birla Sun Life Interval Income Quarterly Series I✝|data-plan_id=5728,CRISIL Liquid Debt Index,Low to Moderate,Low to Moderate,10.0724|data-nav-reg=10.0724|data-prev-nav-reg=10.0707,NA|data-nav-dir=NA|data-prev-nav-dir=NA,7.35|data-1y=7.35|data-3y=7.99|data-5y=6.18|data-10y=6.08|data-sl=7.01,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,7.34|data-1y=7.34|data-3y=6.52|data-5y=5.54|data-10y=6.44|data-sl=6.92,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,28.30^|data-order=28.30
Close Ended,Debt,FMP,Aditya Birla Sun Life Interval Income Quarterly Series I|data-plan_id=5725,CRISIL Liquid Debt Index,Low to Moderate,Low to Moderate,32.9082|data-nav-reg=32.9082|data-prev-nav-reg=32.9026,33.1073|data-nav-dir=33.1073|data-prev-nav-dir=33.1015,7.35|data-1y=7.35|data-3y=6.77|data-5y=5.46|data-10y=6.16|data-sl=7.10,7.45|data-1y=7.45|data-3y=6.88|data-5y=5.47|data-10y=6.22|data-sl=6.73,7.34|data-1y=7.34|data-3y=6.52|data-5y=5.54|data-10y=6.44|data-sl=6.92,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=6.87,28.30^|data-order=28.30
Close Ended,Debt,FMP,Nippon India Annual Interval Series I ✝|data-plan_id=5001,CRISIL Short-Term Bond Index,Low,Moderate,34.9672|data-nav-reg=34.9672|data-prev-nav-reg=34.9617,NA|data-nav-dir=NA|data-prev-nav-dir=NA,7.07|data-1y=7.07|data-3y=6.20|data-5y=5.39|data-10y=6.51|data-sl=7.34,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,7.98|data-1y=7.98|data-3y=6.27|data-5y=6.65|data-10y=7.40|data-sl=7.74,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,2.93^|data-order=2.93
Close Ended,Debt,FMP,Nippon India Annual Interval Series I|data-plan_id=5003,CRISIL Short-Term Bond Index,Low,Moderate,26.0325|data-nav-reg=26.0325|data-prev-nav-reg=26.0282,26.3232|data-nav-dir=26.3232|data-prev-nav-dir=26.3189,7.27|data-1y=7.27|data-3y=6.34|data-5y=5.48|data-10y=6.56|data-sl=7.28,7.35|data-1y=7.35|data-3y=6.43|data-5y=5.58|data-10y=6.66|data-sl=6.92,7.98|data-1y=7.98|data-3y=6.27|data-5y=6.65|data-10y=7.40|data-sl=7.74,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=7.72,2.93^|data-order=2.93
Close Ended,Debt,FMP,Nippon India Monthly Interval Series I|data-plan_id=4608,CRISIL Liquid Debt Index,Low,Low to Moderate,32.4435|data-nav-reg=32.4435|data-prev-nav-reg=32.4387,32.8319|data-nav-dir=32.8319|data-prev-nav-dir=32.8270,5.70|data-1y=5.70|data-3y=5.69|data-5y=4.69|data-10y=5.86|data-sl=6.83,5.74|data-1y=5.74|data-3y=5.84|data-5y=4.82|data-10y=5.97|data-sl=6.44,7.34|data-1y=7.34|data-3y=6.52|data-5y=5.54|data-10y=6.44|data-sl=6.96,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=6.89,3.24^|data-order=3.24
