end_type,primary_category,category,scheme,Benchmark,Riskometer-Scheme,Riskometer-Benchmark,Nav-Regular,Nav-Direct,Return-Regular,Return-Direct,Return-BenchMark,period-return-bench-direct,Daily AUM
Open Ended,Other,Index Funds/ ETFs,Mirae Asset Nifty AAA PSU Bond Plus SDL Apr 2026 50:50 Index Fund|data-plan_id=42699,Nifty AAA PSU Bond Plus SDL Apr 2026 50:50 Index,Low to Moderate,Low to Moderate,11.6568|data-nav-reg=11.6568|data-prev-nav-reg=11.6569,11.7145|data-nav-dir=11.7145|data-prev-nav-dir=11.7145,--|data-1y=7.57|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=7.19,--|data-1y=7.78|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=7.43,--|data-1y=8.01|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=7.76,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=7.76,93.85^|data-order=93.85
Open Ended,Other,Index Funds/ ETFs,Mirae Asset Nifty Bank ETF|data-plan_id=43616,NIFTY Bank Total Return Index,Very High,Very High,513.9618|data-nav-reg=513.9618|data-prev-nav-reg=520.1801,NA|data-nav-dir=NA|data-prev-nav-dir=NA,--|data-1y=7.70|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=7.89,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,--|data-1y=7.84|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=7.83,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,213.70^|data-order=213.70
Open Ended,Other,Index Funds/ ETFs,Mirae Asset Nifty Financial Services ETF|data-plan_id=41622,NIFTY Financial Services Total Return Index,Very High,Very High,24.3146|data-nav-reg=24.3146|data-prev-nav-reg=24.5923,NA|data-nav-dir=NA|data-prev-nav-dir=NA,11.05|data-1y=12.57|data-3y=11.05|data-5y=NA|data-10y=NA|data-sl=12.02,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,11.18|data-1y=12.78|data-3y=11.18|data-5y=NA|data-10y=NA|data-sl=12.17,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,266.31^|data-order=266.31
Open Ended,Other,Index Funds/ ETFs,Mirae Asset Nifty India Manufacturing ETF|data-plan_id=42006,Nifty India Manufacturing Total Return Index,Very High,Very High,142.2877|data-nav-reg=142.2877|data-prev-nav-reg=142.8010,NA|data-nav-dir=NA|data-prev-nav-dir=NA,--|data-1y=28.02|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=22.89,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,--|data-1y=28.66|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=23.49,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,215.56^|data-order=215.56
Open Ended,Other,Index Funds/ ETFs,Mirae Asset Nifty IT ETF|data-plan_id=43832,NIFTY IT Total Return Index,Very High,Very High,44.7123|data-nav-reg=44.7123|data-prev-nav-reg=45.3518,NA|data-nav-dir=NA|data-prev-nav-dir=NA,--|data-1y=29.47|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=36.31,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,--|data-1y=29.62|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=33.97,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,166.46^|data-order=166.46
Open Ended,Other,Index Funds/ ETFs,Mirae Asset Nifty Midcap 150 ETF|data-plan_id=42146,NIFTY Midcap 150 Total Return Index,Very High,Very High,21.6929|data-nav-reg=21.6929|data-prev-nav-reg=21.7475,NA|data-nav-dir=NA|data-prev-nav-dir=NA,--|data-1y=25.13|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=29.56,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,--|data-1y=25.27|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=29.82,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,991.07^|data-order=991.07
Open Ended,Other,Index Funds/ ETFs,Mirae Asset Nifty Next 50 ETF|data-plan_id=40538,NIFTY Next 50 Total Return Index,Very High,Very High,704.2803|data-nav-reg=704.2803|data-prev-nav-reg=703.3766,NA|data-nav-dir=NA|data-prev-nav-dir=NA,18.25|data-1y=29.65|data-3y=18.25|data-5y=NA|data-10y=NA|data-sl=19.51,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,18.51|data-1y=29.83|data-3y=18.51|data-5y=NA|data-10y=NA|data-sl=20.07,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,476.64^|data-order=476.64
Open Ended,Other,Index Funds/ ETFs,Mirae Asset Nifty SDL Jun 2027 Index Fund|data-plan_id=42236,Nifty SDL Jun 2027 Index,Low to Moderate,Low to Moderate,11.7533|data-nav-reg=11.7533|data-prev-nav-reg=11.7512,11.8076|data-nav-dir=11.8076|data-prev-nav-dir=11.8054,--|data-1y=8.28|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=6.01,--|data-1y=8.44|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=6.19,--|data-1y=8.64|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=6.49,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=6.49,806.27^|data-order=806.27
Open Ended,Other,Index Funds/ ETFs,Mirae Asset Nifty SDL June 2028 Index Fund|data-plan_id=43393,Nifty SDL June 2028 Index,Low to Moderate,Moderate,11.3913|data-nav-reg=11.3913|data-prev-nav-reg=11.3909,11.4662|data-nav-dir=11.4662|data-prev-nav-dir=11.4657,--|data-1y=8.42|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=7.66,--|data-1y=8.82|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=8.06,--|data-1y=8.86|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=8.25,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=8.25,70.22^|data-order=70.22
Open Ended,Other,Index Funds/ ETFs,Mirae Asset Silver ETF|data-plan_id=43544,Domestic Price of Silver,Very High,Very High,87.0590|data-nav-reg=87.0590|data-prev-nav-reg=86.2775,NA|data-nav-dir=NA|data-prev-nav-dir=NA,--|data-1y=19.96|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=11.49,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,--|data-1y=17.57|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=10.95,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,47.29^|data-order=47.29
Open Ended,Other,Index Funds/ ETFs,Motilal Oswal BSE Enhanced Value ETF|data-plan_id=42441,BSE Enhanced Value Total Return Index,Very High,Very High,97.9232|data-nav-reg=97.9232|data-prev-nav-reg=97.3455,NA|data-nav-dir=NA|data-prev-nav-dir=NA,--|data-1y=22.10|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=42.70,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,--|data-1y=22.66|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=45.88,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,125.94^|data-order=125.94
Open Ended,Other,Index Funds/ ETFs,Motilal Oswal BSE Enhanced Value Index Fund|data-plan_id=42442,BSE Enhanced Value Total Return Index,Very High,Very High,23.4252|data-nav-reg=23.4252|data-prev-nav-reg=23.2878,23.7947|data-nav-dir=23.7947|data-prev-nav-dir=23.6547,--|data-1y=20.62|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=43.22,--|data-1y=21.41|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=44.17,--|data-1y=22.66|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=45.88,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=45.88,774.38^|data-order=774.38
Open Ended,Other,Index Funds/ ETFs,Motilal Oswal BSE Financials ex Bank 30 Index Fund|data-plan_id=42351,BSE Financials ex Bank 30 Total Return Index,Very High,Very High,15.3978|data-nav-reg=15.3978|data-prev-nav-reg=15.3093,15.6668|data-nav-dir=15.6668|data-prev-nav-dir=15.5765,--|data-1y=16.84|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=19.39,--|data-1y=17.66|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=20.24,--|data-1y=14.07|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=19.59,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=19.59,18.16^|data-order=18.16
Open Ended,Other,Index Funds/ ETFs,Motilal Oswal BSE Healthcare ETF|data-plan_id=42344,BSE Healthcare Total Return Index,Very High,Very High,45.7082|data-nav-reg=45.7082|data-prev-nav-reg=46.0228,NA|data-nav-dir=NA|data-prev-nav-dir=NA,--|data-1y=39.87|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=32.22,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,--|data-1y=40.35|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=33.23,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,32.98^|data-order=32.98
Open Ended,Other,Index Funds/ ETFs,Motilal Oswal BSE Low Volatility ETF|data-plan_id=42147,BSE Low Volatility Total Return Index,Very High,,36.6884|data-nav-reg=36.6884|data-prev-nav-reg=36.8296,NA|data-nav-dir=NA|data-prev-nav-dir=NA,--|data-1y=12.73|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=18.98,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,90.93^|data-order=90.93
Open Ended,Other,Index Funds/ ETFs,Motilal Oswal BSE Low Volatility Index Fund|data-plan_id=42154,BSE Low Volatility Total Return Index,Very High,,15.9624|data-nav-reg=15.9624|data-prev-nav-reg=16.0239,16.2398|data-nav-dir=16.2398|data-prev-nav-dir=16.3022,--|data-1y=11.24|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=18.27,--|data-1y=11.94|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=19.01,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,107.26^|data-order=107.26
Open Ended,Other,Index Funds/ ETFs,Motilal Oswal BSE Quality ETF|data-plan_id=42438,BSE Quality Total Return Index,Very High,Very High,191.2362|data-nav-reg=191.2362|data-prev-nav-reg=191.3607,NA|data-nav-dir=NA|data-prev-nav-dir=NA,--|data-1y=18.21|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=24.03,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,--|data-1y=18.66|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=25.44,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,18.30^|data-order=18.30
Open Ended,Other,Index Funds/ ETFs,Motilal Oswal BSE Quality Index Fund|data-plan_id=42439,BSE Quality Total Return Index,Very High,Very High,16.5018|data-nav-reg=16.5018|data-prev-nav-reg=16.5127,16.7736|data-nav-dir=16.7736|data-prev-nav-dir=16.7845,--|data-1y=17.11|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=23.54,--|data-1y=17.91|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=24.39,--|data-1y=18.66|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=25.44,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=25.44,38.39^|data-order=38.39
Open Ended,Other,Index Funds/ ETFs,Motilal Oswal Nifty 200 Momentum 30 ETF|data-plan_id=42039,Nifty 200 Momentum 30 Total Return Index,Very High,Very High,67.3441|data-nav-reg=67.3441|data-prev-nav-reg=67.9222,NA|data-nav-dir=NA|data-prev-nav-dir=NA,--|data-1y=21.55|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=19.22,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,--|data-1y=22.08|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=19.82,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,119.17^|data-order=119.17
Open Ended,Other,Index Funds/ ETFs,Motilal Oswal Nifty 200 Momentum 30 Index Fund|data-plan_id=42040,Nifty 200 Momentum 30 Total Return Index,Very High,Very High,16.2953|data-nav-reg=16.2953|data-prev-nav-reg=16.4354,16.6152|data-nav-dir=16.6152|data-prev-nav-dir=16.7578,--|data-1y=20.76|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=18.35,--|data-1y=21.59|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=19.14,--|data-1y=22.08|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=19.82,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=19.82,921.18^|data-order=921.18
Open Ended,Other,Index Funds/ ETFs,Motilal Oswal Nifty 500 ETF|data-plan_id=43812,NIFTY 500 Total Return Index,Very High,Very High,22.9024|data-nav-reg=22.9024|data-prev-nav-reg=23.0150,NA|data-nav-dir=NA|data-prev-nav-dir=NA,--|data-1y=18.04|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=25.17,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,--|data-1y=18.35|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=25.08,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,101.96^|data-order=101.96
Open Ended,Other,Index Funds/ ETFs,Motilal Oswal Nifty 500 Index Fund|data-plan_id=40239,NIFTY 500 Total Return Index,Very High,Very High,25.2219|data-nav-reg=25.2219|data-prev-nav-reg=25.3463,26.1268|data-nav-dir=26.1268|data-prev-nav-dir=26.2552,14.20|data-1y=16.94|data-3y=14.20|data-5y=17.78|data-10y=NA|data-sl=18.95,14.97|data-1y=17.74|data-3y=14.97|data-5y=18.56|data-10y=NA|data-sl=19.74,15.45|data-1y=18.35|data-3y=15.45|data-5y=19.16|data-10y=NA|data-sl=20.35,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=20.35,"2,111.26^|data-order=2,111.26"
Open Ended,Other,Index Funds/ ETFs,Motilal Oswal Nifty 50 ETF|data-plan_id=11348,NIFTY 50 Total Return Index,Very High,Very High,246.3656|data-nav-reg=246.3656|data-prev-nav-reg=248.2536,NA|data-nav-dir=NA|data-prev-nav-dir=NA,12.10|data-1y=12.75|data-3y=12.10|data-5y=15.53|data-10y=11.83|data-sl=10.89,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,12.14|data-1y=12.88|data-3y=12.14|data-5y=15.76|data-10y=12.42|data-sl=12.22,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,49.64^|data-order=49.64
Open Ended,Other,Index Funds/ ETFs,Motilal Oswal Nifty 50 Index Fund|data-plan_id=40470,NIFTY 50 Total Return Index,Very High,Very High,20.1422|data-nav-reg=20.1422|data-prev-nav-reg=20.2969,20.5634|data-nav-dir=20.5634|data-prev-nav-dir=20.7211,11.47|data-1y=12.17|data-3y=11.47|data-5y=15.10|data-10y=NA|data-sl=14.92,11.93|data-1y=12.62|data-3y=11.93|data-5y=15.57|data-10y=NA|data-sl=15.39,12.14|data-1y=12.88|data-3y=12.14|data-5y=15.76|data-10y=NA|data-sl=15.59,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=15.59,592.64^|data-order=592.64
Open Ended,Other,Index Funds/ ETFs,Motilal Oswal Nifty 5 year Benchmark G-Sec ETF|data-plan_id=41212,Nifty 5yr Benchmark G-Sec Index,Moderate,Moderate,58.4164|data-nav-reg=58.4164|data-prev-nav-reg=58.3929,NA|data-nav-dir=NA|data-prev-nav-dir=NA,5.78|data-1y=8.16|data-3y=5.78|data-5y=NA|data-10y=NA|data-sl=5.13,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,6.20|data-1y=8.51|data-3y=6.20|data-5y=NA|data-10y=NA|data-sl=5.49,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,95.36^|data-order=95.36
Open Ended,Other,Index Funds/ ETFs,Motilal Oswal Nifty Bank Index Fund|data-plan_id=40245,NIFTY Bank Total Return Index,Very High,Very High,18.1061|data-nav-reg=18.1061|data-prev-nav-reg=18.3257,18.7907|data-nav-dir=18.7907|data-prev-nav-dir=19.0182,11.68|data-1y=6.79|data-3y=11.68|data-5y=9.13|data-10y=NA|data-sl=11.78,12.50|data-1y=7.53|data-3y=12.50|data-5y=9.89|data-10y=NA|data-sl=12.56,12.80|data-1y=7.84|data-3y=12.80|data-5y=10.35|data-10y=NA|data-sl=13.09,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=13.09,612.94^|data-order=612.94
Open Ended,Other,Index Funds/ ETFs,Motilal Oswal Nifty Microcap 250 Index Fund|data-plan_id=43574,Nifty Microcap 250 Total Return Index,Very High,,18.7114|data-nav-reg=18.7114|data-prev-nav-reg=18.6939,18.8998|data-nav-dir=18.8998|data-prev-nav-dir=18.8817,--|data-1y=32.27|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=51.79,--|data-1y=33.14|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=52.80,--|data-1y=34.47|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=54.62,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=54.62,"1,963.39^|data-order=1,963.39"
Open Ended,Other,Index Funds/ ETFs,Motilal Oswal Nifty Midcap 100 ETF|data-plan_id=12012,NIFTY Midcap 100 Total Return Index,Very High,Very High,62.0127|data-nav-reg=62.0127|data-prev-nav-reg=62.2027,NA|data-nav-dir=NA|data-prev-nav-dir=NA,24.12|data-1y=25.16|data-3y=24.12|data-5y=27.93|data-10y=16.70|data-sl=15.99,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,24.34|data-1y=25.17|data-3y=24.34|data-5y=28.38|data-10y=17.49|data-sl=16.62,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,564.67^|data-order=564.67
Open Ended,Other,Index Funds/ ETFs,Motilal Oswal Nifty Midcap 150 Index Fund|data-plan_id=40241,NIFTY Midcap 150 Total Return Index,Very High,Very High,37.1182|data-nav-reg=37.1182|data-prev-nav-reg=37.2125,38.5768|data-nav-dir=38.5768|data-prev-nav-dir=38.6740,22.05|data-1y=24.12|data-3y=22.05|data-5y=27.11|data-10y=NA|data-sl=27.89,22.96|data-1y=24.99|data-3y=22.96|data-5y=28.04|data-10y=NA|data-sl=28.82,23.26|data-1y=25.27|data-3y=23.26|data-5y=28.33|data-10y=NA|data-sl=29.19,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=29.19,"2,097.86^|data-order=2,097.86"
Open Ended,Other,Index Funds/ ETFs,Motilal Oswal Nifty Next 50 Index Fund|data-plan_id=40468,NIFTY Next 50 Total Return Index,Very High,Very High,23.8040|data-nav-reg=23.8040|data-prev-nav-reg=23.7741,24.6250|data-nav-dir=24.6250|data-prev-nav-dir=24.5936,17.31|data-1y=28.46|data-3y=17.31|data-5y=18.87|data-10y=NA|data-sl=18.79,18.11|data-1y=29.35|data-3y=18.11|data-5y=19.67|data-10y=NA|data-sl=19.60,18.51|data-1y=29.83|data-3y=18.51|data-5y=20.38|data-10y=NA|data-sl=20.32,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=20.32,303.28^|data-order=303.28
Open Ended,Other,Index Funds/ ETFs,Motilal Oswal Nifty Smallcap 250 Index Fund|data-plan_id=40243,NIFTY Smallcap 250 Total Return Index,Very High,Very High,38.6242|data-nav-reg=38.6242|data-prev-nav-reg=38.7003,40.0650|data-nav-dir=40.0650|data-prev-nav-dir=40.1432,21.02|data-1y=26.27|data-3y=21.02|data-5y=28.51|data-10y=NA|data-sl=28.85,21.87|data-1y=27.14|data-3y=21.87|data-5y=29.40|data-10y=NA|data-sl=29.74,22.65|data-1y=27.89|data-3y=22.65|data-5y=30.32|data-10y=NA|data-sl=30.75,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=30.75,883.85^|data-order=883.85
Open Ended,Other,Index Funds/ ETFs,Navi BSE Sensex Index Fund|data-plan_id=43744,BSE Sensex Total Return Index,Very High,Very High,12.0460|data-nav-reg=12.0460|data-prev-nav-reg=12.1561,12.1690|data-nav-dir=12.1690|data-prev-nav-dir=12.2800,--|data-1y=11.28|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=14.97,--|data-1y=12.13|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=15.85,--|data-1y=12.38|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=16.38,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=16.38,14.65^^^|data-order=14.65
Open Ended,Other,Index Funds/ ETFs,Navi ELSS Tax Saver Nifty 50 Index Fund|data-plan_id=43189,NIFTY 50 Total Return Index,Very High,Very High,14.0857|data-nav-reg=14.0857|data-prev-nav-reg=14.1940,14.3525|data-nav-dir=14.3525|data-prev-nav-dir=14.4625,--|data-1y=11.54|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=21.03,--|data-1y=12.52|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=22.31,--|data-1y=12.88|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=22.70,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=22.70,75.25^^^|data-order=75.25
Open Ended,Other,Index Funds/ ETFs,Navi Nifty 50 Index Fund|data-plan_id=41573,NIFTY 50 Total Return Index,Very High,Very High,15.4425|data-nav-reg=15.4425|data-prev-nav-reg=15.5609,15.5525|data-nav-dir=15.5525|data-prev-nav-dir=15.6717,11.66|data-1y=12.36|data-3y=11.66|data-5y=NA|data-10y=NA|data-sl=13.32,11.89|data-1y=12.58|data-3y=11.89|data-5y=NA|data-10y=NA|data-sl=13.56,12.14|data-1y=12.88|data-3y=12.14|data-5y=NA|data-10y=NA|data-sl=13.82,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=13.82,"2,579.73^^^|data-order=2,579.73"
Open Ended,Other,Index Funds/ ETFs,Navi Nifty Bank Index Fund|data-plan_id=42042,NIFTY Bank Total Return Index,Very High,Very High,13.0537|data-nav-reg=13.0537|data-prev-nav-reg=13.2121,13.3279|data-nav-dir=13.3279|data-prev-nav-dir=13.4893,--|data-1y=6.81|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=9.57,--|data-1y=7.59|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=10.36,--|data-1y=7.84|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=10.79,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=10.79,523.51^^^|data-order=523.51
Open Ended,Other,Index Funds/ ETFs,Navi Nifty India Manufacturing Index Fund|data-plan_id=42436,Nifty India Manufacturing Total Return Index,Very High,Very High,16.6512|data-nav-reg=16.6512|data-prev-nav-reg=16.7109,16.9846|data-nav-dir=16.9846|data-prev-nav-dir=17.0451,--|data-1y=26.82|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=24.13,--|data-1y=27.85|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=25.18,--|data-1y=28.66|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=25.81,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=25.81,51.85^^^|data-order=51.85
Open Ended,Other,Index Funds/ ETFs,Navi Nifty Midcap 150 Index Fund|data-plan_id=42120,NIFTY Midcap 150 Total Return Index,Very High,Very High,19.7410|data-nav-reg=19.7410|data-prev-nav-reg=19.7905,20.2427|data-nav-dir=20.2427|data-prev-nav-dir=20.2930,--|data-1y=23.72|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=27.28,--|data-1y=24.74|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=28.42,--|data-1y=25.27|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=29.16,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=29.16,229.76^^^|data-order=229.76
Open Ended,Other,Index Funds/ ETFs,Navi Nifty Next 50 Index Fund|data-plan_id=41936,NIFTY Next 50 Total Return Index,Very High,Very High,16.1155|data-nav-reg=16.1155|data-prev-nav-reg=16.0951,16.3510|data-nav-dir=16.3510|data-prev-nav-dir=16.3301,--|data-1y=28.62|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=17.50,--|data-1y=29.22|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=18.08,--|data-1y=29.83|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=18.45,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=18.45,719.60^^^|data-order=719.60
Open Ended,Other,Index Funds/ ETFs,Nippon India ETF BSE Sensex|data-plan_id=28136,BSE Sensex Total Return Index,Very High,Very High,893.6940|data-nav-reg=893.6940|data-prev-nav-reg=901.8228,NA|data-nav-dir=NA|data-prev-nav-dir=NA,11.57|data-1y=12.29|data-3y=11.57|data-5y=15.09|data-10y=12.31|data-sl=12.42,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,11.62|data-1y=12.38|data-3y=11.62|data-5y=15.19|data-10y=12.40|data-sl=12.52,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,"12,895.29^|data-order=12,895.29"
Open Ended,Other,Index Funds/ ETFs,Nippon India ETF BSE Sensex Next 50|data-plan_id=40191,BSE Sensex Next 50 Total Return Index,Very High,Very High,86.8131|data-nav-reg=86.8131|data-prev-nav-reg=86.5408,NA|data-nav-dir=NA|data-prev-nav-dir=NA,21.43|data-1y=28.28|data-3y=21.43|data-5y=22.11|data-10y=NA|data-sl=21.86,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,21.91|data-1y=28.70|data-3y=21.91|data-5y=23.03|data-10y=NA|data-sl=22.70,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,44.96^|data-order=44.96
Open Ended,Other,Index Funds/ ETFs,Nippon India ETF Gold BeES|data-plan_id=4957,Domestic Price of Gold Index,High,High,64.8879|data-nav-reg=64.8879|data-prev-nav-reg=64.5761,NA|data-nav-dir=NA|data-prev-nav-dir=NA,15.78|data-1y=21.44|data-3y=15.78|data-5y=12.89|data-10y=10.06|data-sl=11.40,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,16.41|data-1y=20.19|data-3y=16.41|data-5y=14.03|data-10y=10.77|data-sl=12.38,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,"15,373.34^|data-order=15,373.34"
Open Ended,Other,Index Funds/ ETFs,Nippon India ETF Hang Seng BeES|data-plan_id=10905,Hang Seng Total Return Index,Very High,Very High,311.8030|data-nav-reg=311.8030|data-prev-nav-reg=309.6626,NA|data-nav-dir=NA|data-prev-nav-dir=NA,2.36|data-1y=26.85|data-3y=2.36|data-5y=-1.14|data-10y=3.62|data-sl=6.42,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,2.78|data-1y=26.32|data-3y=2.78|data-5y=-0.44|data-10y=4.56|data-sl=7.39,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,730.39^|data-order=730.39
